title,price,mileage,transmission,location,year,brand,model,price_clean,mileage_clean,year_clean
2017 Kia Soul EV Plug In Electric,"$16,499","13,359 km",Automatic,Brantford,2017,Kia,Soul EV,16499.0,13359.0,2017.0
2021 Porsche Taycan Tech|Premium|Off-Road Design,"$109,998","19,970 km",Automatic,London,2021,Porsche,Taycan Tech|Premium|Off-Road,109998.0,19970.0,2021.0
"2023 Chevrolet Bolt EUV LT rue North, Leather, Cooled +","$32,988","20,913 km",Automatic,Guelph,2023,Chevrolet,Bolt EUV,32988.0,20913.0,2023.0
2024 Hyundai IONIQ 5 Preferred | AWD | LANE KEEP ASSIST,Please Contact,12 km,Automatic,Sherwood Park,2024,Hyundai,IONIQ 5,,12.0,2024.0
2024 Audi Q4 e-tron,"$61,977","17,200 km",Automatic,Sherbrooke,2024,Audi,Q4 e-tron,61977.0,17200.0,2024.0
2024 Kia EV6 Land w/GT-Line Pkg 1 - Power Liftgate,"$63,279",50 km,Automatic,Scarborough,2024,Kia,EV6 Land,63279.0,50.0,2024.0
2023 Hyundai Kona Electric Preferred | Heated Seats,"$36,891","19,163 km",Automatic,Mississauga,2023,Hyundai,Kona Electric,36891.0,19163.0,2023.0
2023 Hyundai IONIQ 5 Preferred | AWD | Electric,"$46,593","22,627 km",Automatic,Mississauga,2023,Hyundai,IONIQ 5,46593.0,22627.0,2023.0
2022 Hyundai IONIQ 5 Preferred | RWD | Electric,"$44,482","6,609 km",Automatic,Mississauga,2022,Hyundai,IONIQ 5,44482.0,6609.0,2022.0
2022 Audi E-TRON **PROMO** PROGRESSIV DRIVER ASSIST,"$60,995","30,859 km",Automatic,Laval,2022,Audi,E-TRON **PROMO**,60995.0,30859.0,2022.0
2023 Hyundai IONIQ 6 Preferred | AWD | Electric,"$41,453","35,679 km",Automatic,Mississauga,2023,Hyundai,IONIQ 6,41453.0,35679.0,2023.0
2023 Hyundai IONIQ 6 Preferred | AWD | Electric,"$50,493","11,112 km",Automatic,Mississauga,2023,Hyundai,IONIQ 6,50493.0,11112.0,2023.0
2020 Tesla MODEL 3 Long Range AWD AUTOPILOT DUAL MOTOR,"$38,995","74,920 km",Automatic,Longueuil,2020,Tesla,MODEL 3,38995.0,74920.0,2020.0
2024 Mercedes-Benz ESprinter 170 Wheelbase High Roof RWD,"$117,725",90 km,Automatic,Laval,2024,Mercedes-Benz,ESprinter 170,117725.0,90.0,2024.0
2024 Chevrolet Blazer EV RS,"$61,097",10 km,,Calgary,2024,Chevrolet,Blazer EV,61097.0,10.0,2024.0
2025 Jeep Grand Cherokee 4xe 4x4 for sale,"$63,310",10 km,Automatic,Medicine Hat,2025,Jeep,Grand Cherokee,63310.0,10.0,2025.0
2023 Jeep Grand Cherokee 4xe Summit Reserve 4x4 for sale,"$85,038",575 km,Automatic,Medicine Hat,2023,Jeep,Grand Cherokee,85038.0,575.0,2023.0
2024 Jeep Wrangler 4xe Willys 4 Door 4x4 for sale,"$61,670",30 km,Automatic,Medicine Hat,2024,Jeep,Wrangler 4xe,61670.0,30.0,2024.0
2016 Nissan Leaf,"$9,740","88,150 km",Automatic,Montreal,2016,Nissan,Leaf ,9740.0,88150.0,2016.0
2017 Nissan Leaf S CERTIFIED WITH 3 YEARS WARRANTY INCLUDED.,"$9,490","100,359 km",Automatic,Woodbridge,2017,Nissan,Leaf S,9490.0,100359.0,2017.0
2024 Nissan Ariya Engage FWD,"$53,753",1 km,Automatic,Calgary,2024,Nissan,Ariya Engage,53753.0,1.0,2024.0
2024 Audi Q4 e-tron Sportback,"$84,090",33 km,Automatic,Laval,2024,Audi,Q4 e-tron,84090.0,33.0,2024.0
2022 Ford Mustang Mach-E Premium | Glass Roof | One Pedal Drive,"$35,946","90,074 km",Automatic,Windsor,2022,Ford,Mustang Mach-E,35946.0,90074.0,2022.0
2017 Kia Soul EV Plug In Electric,"$16,499","13,359 km",Automatic,Brantford,2017,Kia,Soul EV,16499.0,13359.0,2017.0
2024 Cadillac LYRIQ Sport EV AWD | Adaptive Cruise,"$80,867",439 km,Automatic,Winnipeg,2024,Cadillac,LYRIQ Sport,80867.0,439.0,2024.0
2024 Cadillac LYRIQ Tech EV AWD Lane Keep Assist | Heated Seats,"$72,363",351 km,Automatic,Winnipeg,2024,Cadillac,LYRIQ Tech,72363.0,351.0,2024.0
2024 Cadillac LYRIQ Tech EV AWD | Heated Seat | Lane Keep,"$74,892",48 km,Automatic,Winnipeg,2024,Cadillac,LYRIQ Tech,74892.0,48.0,2024.0
2021 Tesla Model Y Standard Range | Sunroof | Navigation,"$43,996","55,536 km",Automatic,Abbotsford,2021,Tesla,Model Y,43996.0,55536.0,2021.0
2020 Tesla Model 3 Standard Range Plus | Wireless Charging,"$31,993","95,423 km",Automatic,Abbotsford,2020,Tesla,Model 3,31993.0,95423.0,2020.0
2024 Chevrolet Equinox EV RS,"$52,002",10 km,,Calgary,2024,Chevrolet,Equinox EV,52002.0,10.0,2024.0
2021 Tesla Model 3 PERFORMANCE AWD | BC ONLY | ADAPTIVE CRUISE,"$46,764","70,501 km",Automatic,Chilliwack,2021,Tesla,Model 3,46764.0,70501.0,2021.0
"2022 Kia Niro EV EX+, POMPE À CHALEUR, 385 KM AUTONOMIE ICI PAS","$28,595","54,646 km",Automatic,Mirabel,2022,Kia,Niro EV,28595.0,54646.0,2022.0
2022 Tesla MODEL 3 2022 TESLA 3 PERFORMANCE  *  180$/SEM  *  DUA,"$53,995","42,000 km",Automatic,Lemoyne,2022,Tesla,MODEL 3,53995.0,42000.0,2022.0
"2021 MINI 3 Portes Cooper SE, Premier Line, Toit Pano","$21,449","77,525 km",Automatic,Laval,2021,MINI,3 Portes,21449.0,77525.0,2021.0
2024 Audi Q8 e-tron Sportback,"$85,900","8,789 km",Automatic,Edmonton,2024,Audi,Q8 e-tron,85900.0,8789.0,2024.0
2022 Volvo C40 Recharge Pure Electric Ultimate TWIN | ÉLECTRIQUE,"$51,888","18,371 km",Automatic,Brossard,2022,Volvo,C40 Recharge,51888.0,18371.0,2022.0
2024 Chevrolet Blazer EV 2LT,"$54,097",10 km,,Calgary,2024,Chevrolet,Blazer EV,54097.0,10.0,2024.0
2024 Mercedes-Benz EQE EQE 350 4MATIC,"$119,433",90 km,Automatic,Montreal,2024,Mercedes-Benz,EQE EQE,119433.0,90.0,2024.0
2018 Tesla Model 3 Long Range AWD- ACCLERATION BOOST|FULL Self D,"$38,995","72,766 km",Automatic,Saskatoon,2018,Tesla,Model 3,38995.0,72766.0,2018.0
2024 Kia EV6 Land AWD | Nav | Safety Tech | 12.3 Screen,"$59,997","8,230 km",Automatic,Guelph,2024,Kia,EV6 Land,59997.0,8230.0,2024.0
2024 Chevrolet Blazer EV 2LT,"$54,692",10 km,,Calgary,2024,Chevrolet,Blazer EV,54692.0,10.0,2024.0
2024 GMC HUMMER EV SUV 2X 0% Financing up to 60 Months OAC,"$128,172",500 km,Automatic,Grande Prairie,2024,GMC,HUMMER EV,128172.0,500.0,2024.0
2024 GMC HUMMER EV SUV 3X 0% Financing up to 60 Months OAC,"$165,422",500 km,Automatic,Grande Prairie,2024,GMC,HUMMER EV,165422.0,500.0,2024.0
2024 GMC HUMMER EV Pickup 3X 0% Financing up to 60 Months OAC,"$178,922",500 km,Automatic,Grande Prairie,2024,GMC,HUMMER EV,178922.0,500.0,2024.0
2024 GMC HUMMER EV Pickup 2X 0% Financing up to 60 Months OAC,"$128,127",500 km,Automatic,Grande Prairie,2024,GMC,HUMMER EV,128127.0,500.0,2024.0
2023 Tesla Model 3 | Black Leather | Glass Roof | Autopilot,"$42,795","33,918 km",Automatic,Pitt Meadows,2023,Tesla,Model 3,42795.0,33918.0,2023.0
2023 BMW i4 eDrive35,"$50,995","24,656 km",Automatic,Ottawa,2023,BMW,i4 eDrive35,50995.0,24656.0,2023.0
2020 Tesla Model X LOADED LONG-RANGE-EDITION 5 PASSENGER 398-kW-,"$69,995","71,000 km",Automatic,Bradford,2020,Tesla,Model X,69995.0,71000.0,2020.0
"2023 Chevrolet Bolt EUV LT rue North, Leather, Cooled +","$32,988","20,913 km",Automatic,Guelph,2023,Chevrolet,Bolt EUV,32988.0,20913.0,2023.0
2024 Hyundai Kona Electric Ultimate | Leather | Remote Start,"$38,989","13,712 km",Automatic,Saskatoon,2024,Hyundai,Kona Electric,38989.0,13712.0,2024.0
2016 Tesla Model S 70D|HIGHWAYAUTOPILOT|NAV|AIRSUSPENSION|ALLHEA,"$22,995","182,351 km",Automatic,North York,2016,Tesla,Model S,22995.0,182351.0,2016.0
2024 GMC HUMMER EV SUV EDITION 1 0% Financing up to 60 Months OA,"$145,032",501 km,Automatic,Grande Prairie,2024,GMC,HUMMER EV,145032.0,501.0,2024.0
2018 Ford Focus Electric //SEULEMENT 83298 km NAVIGATION // CAME,"$10,995","83,298 km",Automatic,Pincourt,2018,Ford,Focus Electric,10995.0,83298.0,2018.0
2020 tesla model 3 Standard Range Plus,"$34,600","66,085 km",Automatic,Edmonton,2020,tesla,model 3,34600.0,66085.0,2020.0
2024 Kia EV6 GTLINE | 500KM Range | Electric | Digital Dash,"$60,788","2,635 km",Automatic,Maple Ridge,2024,Kia,EV6 GTLINE,60788.0,2635.0,2024.0
2023 Genesis Electrified G80 Prestige,"$66,421","3,105 km",Automatic,Saskatoon,2023,Genesis,Electrified G80,66421.0,3105.0,2023.0
2024 Chevrolet Blazer EV RS,"$61,097",10 km,,Calgary,2024,Chevrolet,Blazer EV,61097.0,10.0,2024.0
2024 Chevrolet Blazer EV RS,"$61,692",19 km,,Calgary,2024,Chevrolet,Blazer EV,61692.0,19.0,2024.0
2021 MINI Cooper SE FWD | Classique | Semi-cuir noir carb,"$22,969","52,708 km",Automatic,Montreal,2021,MINI,Cooper SE,22969.0,52708.0,2021.0
2022 Audi e-tron GT PREMPLS | Remote Park | Top View Cams | Pre,"$84,776","8,899 km",Automatic,Pitt Meadows,2022,Audi,e-tron GT,84776.0,8899.0,2022.0
2024 Chevrolet Blazer EV 2LT,"$54,097",10 km,,Calgary,2024,Chevrolet,Blazer EV,54097.0,10.0,2024.0
2023 Kia Niro EV Limited ICI PAS DE CACHETTE,"$45,776","3,621 km",Automatic,Mirabel,2023,Kia,Niro EV,45776.0,3621.0,2023.0
2024 Cadillac LYRIQ Tech,"$70,789",8 km,,Edmonton,2024,Cadillac,LYRIQ Tech,70789.0,8.0,2024.0
2024 Chevrolet Equinox EV RS,"$56,967",10 km,,Calgary,2024,Chevrolet,Equinox EV,56967.0,10.0,2024.0
31 MONTH LEASE 2023 BMW i4 eDRIVE35 4 SERIES,Please Contact,"17,999 km",Automatic,Toronto,31,MONTH,LEASE 2023,,17999.0,31.0
Tesla model S 2015 / superchargements gratuit illimités,"$29,995","175,000 km",,Québec City,Tesla,model,S 2015,29995.0,175000.0,
2024 Chevrolet Equinox EV RS,"$52,002",10 km,,Calgary,2024,Chevrolet,Equinox EV,52002.0,10.0,2024.0
2024 Chevrolet Equinox EV RS,"$51,327",10 km,,Calgary,2024,Chevrolet,Equinox EV,51327.0,10.0,2024.0
2024 Chevrolet Equinox EV RS,"$52,022",11 km,,Calgary,2024,Chevrolet,Equinox EV,52022.0,11.0,2024.0
2018 BMW i3,"$19,999","48,988 km",Automatic,Calgary,2018,BMW,i3 ,19999.0,48988.0,2018.0
2024 GMC HUMMER EV Pickup 2X,"$126,627","4,927 km",,Calgary,2024,GMC,HUMMER EV,126627.0,4927.0,2024.0
2024 GMC Hummer EV SUV 3X,"$141,942",26 km,,Canmore,2024,GMC,Hummer EV,141942.0,26.0,2024.0
2016 Nissan Leaf,"$7,950","104,725 km",Automatic,Quebec,2016,Nissan,Leaf ,7950.0,104725.0,2016.0
2018 Ford Focus Electric AUTO A/C CAMERA GROUPE ÉLECTRIQUE,"$11,495","66,154 km",Automatic,Valleyfield,2018,Ford,Focus Electric,11495.0,66154.0,2018.0
2024 Cadillac LYRIQ Sport,"$76,647",0 km,,Calgary,2024,Cadillac,LYRIQ Sport,76647.0,0.0,2024.0
2023 Toyota BZ4X LE AWD 100% ÉLECTRIQUE MAGS TOIT PANORAMIQUE,"$35,499","17,285 km",Automatic,Saint-Jean-sur-Richelieu,2023,Toyota,BZ4X LE,35499.0,17285.0,2023.0
2024 Chevrolet Blazer EV eAWD RS,"$67,894",10 km,Automatic,Sainte-Julie,2024,Chevrolet,Blazer EV,67894.0,10.0,2024.0
2019 Nissan Leaf SV *CHARGE RAPIDE* SIÈGES / VOLANT CHAUF BLUETO,"$16,995","78,915 km",Automatic,Saint-Jérôme,2019,Nissan,Leaf SV,16995.0,78915.0,2019.0
2024 Ford F-150 Lightning Flash | 312A | SuperCrew 145,"$76,210",34 km,Automatic,Edmonton,2024,Ford,F-150 Lightning,76210.0,34.0,2024.0
2025 Chevrolet Blazer EV AWD LT,"$60,599",10 km,Automatic,Sainte-Julie,2025,Chevrolet,Blazer EV,60599.0,10.0,2025.0
2024 Cadillac LYRIQ Luxury,"$86,984",10 km,Automatic,Sainte-Julie,2024,Cadillac,LYRIQ Luxury,86984.0,10.0,2024.0
2022 Nissan LEAF SV PLUS / 2 Sets of wheels and tires / Plus Ran,"$34,888","25,160 km",Automatic,Winnipeg,2022,Nissan,LEAF SV,34888.0,25160.0,2022.0
2020 Nissan LEAF SL PLUS / Charger Included,"$31,888","64,312 km",Automatic,Winnipeg,2020,Nissan,LEAF SL,31888.0,64312.0,2020.0
2024 Mercedes-Benz ESprinter Cargo Van,"$114,915",90 km,Automatic,Oakville,2024,Mercedes-Benz,ESprinter Cargo,114915.0,90.0,2024.0
2024 Mercedes-Benz EQE EQE 350 4MATIC,"$100,071",7 km,Automatic,Ottawa,2024,Mercedes-Benz,EQE EQE,100071.0,7.0,2024.0
2023 Volkswagen ID.4 PRO S / STATEMENT/ AWD/NAVIGATION /CUIR / C,"$42,995","12,541 km",Automatic,Sherbrooke,2023,Volkswagen,ID.4 PRO,42995.0,12541.0,2023.0
2023 Volkswagen ID.4 PRO / AWD / 2 812 KILO / CARPLAY/ JANTES/ C,"$42,995","4,156 km",Automatic,Sherbrooke,2023,Volkswagen,ID.4 PRO,42995.0,4156.0,2023.0
2024 Audi Q4 e-tron,"$61,977","17,200 km",Automatic,Sherbrooke,2024,Audi,Q4 e-tron,61977.0,17200.0,2024.0
2024 Audi Q4 e-tron,"$60,977","10,400 km",Automatic,Sherbrooke,2024,Audi,Q4 e-tron,60977.0,10400.0,2024.0
2022 Audi Q4 e-tron,"$46,477","22,169 km",Automatic,Sherbrooke,2022,Audi,Q4 e-tron,46477.0,22169.0,2022.0
2024 Chevrolet Silverado EV WT,"$86,899",27 km,Automatic,Calgary,2024,Chevrolet,Silverado EV,86899.0,27.0,2024.0
2021 Tesla Model Y STANDARD RANGE RWD | BC ONLY | ADAPTIVE,"$41,830","86,520 km",Automatic,Chilliwack,2021,Tesla,Model Y,41830.0,86520.0,2021.0
2024 Kia EV6 Land w/GT-Line Pkg 1 - Power Liftgate,"$63,279",50 km,Automatic,Scarborough,2024,Kia,EV6 Land,63279.0,50.0,2024.0
2020 Kia Niro EV SX Touring | Sunroof | Navigation | Carplay,"$30,976","36,669 km",Automatic,Abbotsford,2020,Kia,Niro EV,30976.0,36669.0,2020.0
2024 Hyundai IONIQ 5 Preferred | AWD | LANE KEEP ASSIST,Please Contact,12 km,Automatic,Sherwood Park,2024,Hyundai,IONIQ 5,,12.0,2024.0
2023 Kia EV6 GT AWD A/C TOIT OUVRANTCAMERA 360 NAVIGATION,"$47,985","47,248 km",Automatic,Joliette,2023,Kia,EV6 GT,47985.0,47248.0,2023.0
Nissan Leaf 2016 SL comme neuve /Cuir,"$13,200","84,840 km",Automatic,Saint-Léonard,Nissan,Leaf,2016 SL,13200.0,84840.0,
2023 Subaru SOLTERRA AWD DEMO/ PARFAITE CONDITION,"$35,988","24,987 km",Automatic,Sherbrooke,2023,Subaru,SOLTERRA AWD,35988.0,24987.0,2023.0
2020 Hyundai Ioniq Electric Preferred Hatchback 1seule femme pro,"$21,488","21,353 km",Automatic,Sherbrooke,2020,Hyundai,Ioniq Electric,21488.0,21353.0,2020.0
2016 Nissan Leaf SL / Camera Recul / Navigation / Cuir / Cruise,"$12,295","74,117 km",Automatic,Saint-Léonard,2016,Nissan,Leaf SL,12295.0,74117.0,2016.0
2024 Cadillac LYRIQ Luxury EV AWD | Super Cruise | AKG Speakers,"$88,782",122 km,Automatic,Winnipeg,2024,Cadillac,LYRIQ Luxury,88782.0,122.0,2024.0
2024 Cadillac LYRIQ Sport EV AWD | Super Cruise | AKG Speakers,"$87,382",8 km,Automatic,Winnipeg,2024,Cadillac,LYRIQ Sport,87382.0,8.0,2024.0
2024 Cadillac LYRIQ Luxury EV AWD | Adaptive Cruise | 360,"$81,237",7 km,Automatic,Winnipeg,2024,Cadillac,LYRIQ Luxury,81237.0,7.0,2024.0
2023 Ford MUSTANG MACH-E PREMIUM $197/WK+TX! ONE OWNER! LOW KMS!,"$53,996","19,046 km",Automatic,Truro,2023,Ford,MUSTANG MACH-E,53996.0,19046.0,2023.0
2021 Tesla Model 3 Performance AWD | Sunroof | Aerial View,"$44,812","77,978 km",Automatic,Abbotsford,2021,Tesla,Model 3,44812.0,77978.0,2021.0
2023 Chevrolet BOLT EUV LT Mags A/C Caméra Subvention incluse,"$27,995","47,919 km",Automatic,SHAWINIGAN,2023,Chevrolet,BOLT EUV,27995.0,47919.0,2023.0
2024 Mercedes-Benz ESprinter Cargo Van,"$113,073",90 km,Automatic,Oakville,2024,Mercedes-Benz,ESprinter Cargo,113073.0,90.0,2024.0
2023 Ford F-150 Lightning Lariat | CERTIFIED PRE-OWNED | LARI...,"$70,980","23,913 km",Automatic,Huntsville,2023,Ford,F-150 Lightning,70980.0,23913.0,2023.0
2024 Mercedes-Benz ESprinter Cargo Van,"$114,915",90 km,Automatic,Oakville,2024,Mercedes-Benz,ESprinter Cargo,114915.0,90.0,2024.0
2023 Tesla Model 3 Long Range,"$49,900","40,990 km",Automatic,Edmonton,2023,Tesla,Model 3,49900.0,40990.0,2023.0
2023 BMW IX XDrive40 Premium Enhanced Package[iX],"$59,998","44,000 km",Automatic,Sainte-Julie,2023,BMW,IX XDrive40,59998.0,44000.0,2023.0
2024 Kia EV6 Land | EV,"$49,995","20,638 km",Automatic,Hamilton,2024,Kia,EV6 Land,49995.0,20638.0,2024.0
2017 Chevrolet Volt LT *SIÈGES / VOLANT CHAUFF* GR. CONFORT WI-F,"$14,995","148,220 km",Automatic,Saint-Jérôme,2017,Chevrolet,Volt LT,14995.0,148220.0,2017.0
2023 Audi Q4 e-tron,"$51,938","32,829 km",Automatic,Ottawa,2023,Audi,Q4 e-tron,51938.0,32829.0,2023.0
2021 Hyundai Kona Electric Preferred,"$24,995","45,826 km",Automatic,Gatineau,2021,Hyundai,Kona Electric,24995.0,45826.0,2021.0
2024 Mercedes-Benz ESprinter Cargo Van,"$115,580",90 km,Automatic,Oakville,2024,Mercedes-Benz,ESprinter Cargo,115580.0,90.0,2024.0
2024 Volkswagen ID.4 Pro AWD  - Tow Package -  Fast Charging,"$64,246","6,750 km",Automatic,Nepean,2024,Volkswagen,ID.4 Pro,64246.0,6750.0,2024.0
2019 Chevrolet Bolt EV LT CHARGE RAPIDE *GR CONFORT* SIÈGES CHAU,"$19,995","98,372 km",Automatic,Saint-Jérôme,2019,Chevrolet,Bolt EV,19995.0,98372.0,2019.0
2022 Ford F-150 Lightning XLT | NO ACCIDENTS | TRAILER PKG,"$62,192","18,000 km",Automatic,Chilliwack,2022,Ford,F-150 Lightning,62192.0,18000.0,2022.0
Tesla Model 3 Standard Range Plus 2019,"$23,500","104,000 km",Automatic,Beauport,Tesla,Model,3 Standard,23500.0,104000.0,
2023 Kia EV6 GT AWD | Suede Seats | Vehicle to Load | Heads Up,"$61,495","4,129 km",Automatic,Guelph,2023,Kia,EV6 GT,61495.0,4129.0,2023.0
2024 Cadillac LYRIQ Tech,"$62,294",10 km,,Edmonton,2024,Cadillac,LYRIQ Tech,62294.0,10.0,2024.0
2023 Subaru SOLTERRA AWD  EyeSight-  AndroidAuto/AppleCarPlay Ap,"$35,799","16,633 km",Automatic,Dorval,2023,Subaru,SOLTERRA AWD,35799.0,16633.0,2023.0
2024 Cadillac LYRIQ Sport,"$89,865",1 km,Automatic,Newmarket,2024,Cadillac,LYRIQ Sport,89865.0,1.0,2024.0
2024 Mercedes-Benz EQE EQE 350 4MATIC,"$115,941",90 km,Automatic,Montreal,2024,Mercedes-Benz,EQE EQE,115941.0,90.0,2024.0
2023 Hyundai IONIQ 5 PREFERRED w/ AWD/ LONG RANGE,"$50,990","16,887 km",Automatic,Calgary,2023,Hyundai,IONIQ 5,50990.0,16887.0,2023.0
2023 Chevrolet Bolt EUV LT | Remote Start | Heated Front Seats,"$34,587","24,171 km",Automatic,Duncan,2023,Chevrolet,Bolt EUV,34587.0,24171.0,2023.0
2024 Hyundai Kona Electric Ultimate | Leather | Remote Start,"$38,989","13,712 km",Automatic,Saskatoon,2024,Hyundai,Kona Electric,38989.0,13712.0,2024.0
2022 Audi e-tron GT,"$92,909","28,330 km",Automatic,Edmonton,2022,Audi,e-tron GT,92909.0,28330.0,2022.0
"2025 Mitsubishi Outlander PHEV LE - Navigation, MultiView Camera","$55,598",7 km,,Port Coquitlam,2025,Mitsubishi,Outlander PHEV,55598.0,7.0,2025.0
2024 Kia Niro EV,"$35,995",1 km,Automatic,Boisbriand,2024,Kia,Niro EV,35995.0,1.0,2024.0
2021 Chrysler Pacifica Hybrid PINNACLE | HTD/CLD LEATHER | 360 C,"$45,550","75,111 km",Automatic,Lloydminster,2021,Chrysler,Pacifica Hybrid,45550.0,75111.0,2021.0
2021 Hyundai Kona Electric Ultimate Infinity Speakers! Heated...,"$28,995","35,543 km",Automatic,Lethbridge,2021,Hyundai,Kona Electric,28995.0,35543.0,2021.0
2024 Nissan ARIYA EVOLVE+,"$66,880",17 km,Automatic,Hamilton,2024,Nissan,ARIYA EVOLVE+,66880.0,17.0,2024.0
2023 Ford E-Transit-350 Cargo SYNC 4 * REVERSE CAMERA/SENSORS...,"$63,461",98 km,Automatic,Olds,2023,Ford,E-Transit-350 Cargo,63461.0,98.0,2023.0
2024 Kia EV6 - Leather Seats,"$60,995",50 km,Automatic,Scarborough,2024,Kia,EV6 -,60995.0,50.0,2024.0
2020 Tesla Model 3 Standard Range Plus EV | Adaptive Cruise,"$34,999","74,311 km",Automatic,Winnipeg,2020,Tesla,Model 3,34999.0,74311.0,2020.0
2024 Chevrolet Blazer EV RS,"$61,097",22 km,,Calgary,2024,Chevrolet,Blazer EV,61097.0,22.0,2024.0
2023 BMW iX xDrive40,"$67,500","30,589 km",Automatic,Ottawa,2023,BMW,iX xDrive40,67500.0,30589.0,2023.0
2019 Tesla Model X Long Range EV | Heated Seats And Steering,"$57,399","139,067 km",Automatic,Winnipeg,2019,Tesla,Model X,57399.0,139067.0,2019.0
2024 Hyundai IONIQ 5 Preferred | AWD | SUNROOF | BACKUP CAM,Please Contact,8 km,Automatic,Sherwood Park,2024,Hyundai,IONIQ 5,,8.0,2024.0
2024 Cadillac LYRIQ Sport,"$86,121",65 km,Automatic,Milton,2024,Cadillac,LYRIQ Sport,86121.0,65.0,2024.0
2024 Chevrolet Equinox EV LT,"$54,299",10 km,Automatic,Sainte-Julie,2024,Chevrolet,Equinox EV,54299.0,10.0,2024.0
2024 Cadillac LYRIQ Sport,"$85,221",65 km,Automatic,Milton,2024,Cadillac,LYRIQ Sport,85221.0,65.0,2024.0
2024 Chevrolet Blazer EV RS,"$67,819",108 km,Automatic,High River,2024,Chevrolet,Blazer EV,67819.0,108.0,2024.0
2024 Chevrolet Blazer EV eAWD 1RS- HD Surround Vision | Ventilat,"$57,099",10 km,Automatic,Richmond Hill,2024,Chevrolet,Blazer EV,57099.0,10.0,2024.0
2024 Jeep Wrangler 4xe Rubicon X 4 Door 4x4! SOFT AND HARD TOP I,"$70,988","6,859 km",Automatic,Moncton,2024,Jeep,Wrangler 4xe,70988.0,6859.0,2024.0
2024 Volkswagen ID.4 Pro,"$57,021",870 km,Automatic,Edmonton,2024,Volkswagen,ID.4 Pro,57021.0,870.0,2024.0
2023 BMW i4 eDrive35,"$59,999","5,076 km",Automatic,Edmonton,2023,BMW,i4 eDrive35,59999.0,5076.0,2023.0
2024 Kia EV6 Land AWD w/ GT Line Pkg 1,"$53,801",10 km,Automatic,Roxboro,2024,Kia,EV6 Land,53801.0,10.0,2024.0
2024 Volkswagen ID.4 Pro S AWD  - Tow Package,"$66,246",90 km,Automatic,Nepean,2024,Volkswagen,ID.4 Pro,66246.0,90.0,2024.0
2024 Ford F-150 Lightning XLT - INCOMING RESERVE NOW!!,"$73,540",10 km,Automatic,Calgary,2024,Ford,F-150 Lightning,73540.0,10.0,2024.0
2024 Chevrolet Equinox EV RS,"$52,599",10 km,Automatic,Sainte-Julie,2024,Chevrolet,Equinox EV,52599.0,10.0,2024.0
2021 Tesla Model 3,"$28,900","96,000 km",Automatic,Toronto,2021,Tesla,Model 3,28900.0,96000.0,2021.0
2020 Mitsubishi Outlander PHEV SEL S-AWC,"$32,994","74,702 km",Automatic,Winnipeg,2020,Mitsubishi,Outlander PHEV,32994.0,74702.0,2020.0
2024 GMC HUMMER EV Pickup 3X,"$179,143",0 km,Automatic,Gatineau,2024,GMC,HUMMER EV,179143.0,0.0,2024.0
2017 Hyundai Ioniq Electric LIMITED **CUIR/TOIT/MAGS**,"$14,890","91,366 km",Automatic,Saint-Eustache,2017,Hyundai,Ioniq Electric,14890.0,91366.0,2017.0
2024 Ford F-150 Lightning FLASH | 312A | MAX TRAILER TOW PACKAGE,Please Contact,30 km,Automatic,Lloydminster,2024,Ford,F-150 Lightning,,30.0,2024.0
2024 Mercedes-Benz EQS EQS 450 4MATIC,"$167,859",90 km,Automatic,Dollard-Des Ormeaux,2024,Mercedes-Benz,EQS EQS,167859.0,90.0,2024.0
2024 Chevrolet Equinox EV RS,"$61,323",8 km,Automatic,Calgary,2024,Chevrolet,Equinox EV,61323.0,8.0,2024.0
2024 Ford Mustang Mach-E Premium - INTERIOR PROTECTION PKG,"$67,597",30 km,Automatic,Sherwood Park,2024,Ford,Mustang Mach-E,67597.0,30.0,2024.0
2024 Chevrolet Silverado EV Work Truck,"$78,033",7 km,Automatic,Calgary,2024,Chevrolet,Silverado EV,78033.0,7.0,2024.0
2024 GMC HUMMER EV SUV 3X,"$175,622",29 km,Automatic,Calgary,2024,GMC,HUMMER EV,175622.0,29.0,2024.0
2015 Nissan LEAF,Please Contact,"85,667 km",Automatic,Ottawa,2015,Nissan,LEAF ,,85667.0,2015.0
2020 Hyundai Ioniq Electric Preferred,Please Contact,"67,954 km",Automatic,Gatineau,2020,Hyundai,Ioniq Electric,,67954.0,2020.0
2024 Mercedes-Benz EQE EQE 350 4MATIC,"$131,265",90 km,Automatic,Dollard-Des Ormeaux,2024,Mercedes-Benz,EQE EQE,131265.0,90.0,2024.0
2024 Ford Mustang Mach-E PREMIUM EAWD | 300A | BLUECRUISE,"$66,785",10 km,Automatic,Lloydminster,2024,Ford,Mustang Mach-E,66785.0,10.0,2024.0
2022 Ford Mustang Mach-E GT Performance Edition,"$47,359","32,230 km",Automatic,Winnipeg,2022,Ford,Mustang Mach-E,47359.0,32230.0,2022.0
2020 Hyundai IONIQ Electric Ultimate Automatique avec Toit Ouvra,"$23,995","92,471 km",Automatic,Laval,2020,Hyundai,IONIQ Electric,23995.0,92471.0,2020.0
2024 Chevrolet Equinox EV RS,"$61,623",5 km,Automatic,Innisfail,2024,Chevrolet,Equinox EV,61623.0,5.0,2024.0
2024 Chevrolet Silverado EV Work Truck,"$84,134",10 km,Automatic,Gatineau,2024,Chevrolet,Silverado EV,84134.0,10.0,2024.0
